Rxn_1,Rxn_2,Rxn_1_Class,Rxn_2_Class
ALATA_L,VPAMTr,pFBAOpt_Rxns,ELE_Rxns
CPPPGO,CPPPGO2,pFBAOpt_Rxns,MLE_Rxns
VALTA,VPAMTr,pFBAOpt_Rxns,ELE_Rxns
IMPD,XPPT,pFBAOpt_Rxns,MLE_Rxns
IMPD,HXAND,pFBAOpt_Rxns,MLE_Rxns
ECOAH4,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ECOAH4,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ECOAH4,3HAD100,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3HAD80,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3HAD40,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3OAS60,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3OAR60,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3OAR80,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3OAS80,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3OAR40,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3HAD60,pFBAOpt_Rxns,MLE_Rxns
ECOAH1,3HAD100,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3HAD80,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3HAD40,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3OAS60,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3OAR60,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3OAR80,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3OAS80,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3OAR40,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3HAD60,pFBAOpt_Rxns,MLE_Rxns
ECOAH2,3HAD100,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3HAD80,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3HAD40,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3OAS60,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3OAR60,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3OAR80,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3OAS80,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3OAR40,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3HAD60,pFBAOpt_Rxns,MLE_Rxns
ECOAH3,3HAD100,pFBAOpt_Rxns,MLE_Rxns
PPC,MALS,pFBAOpt_Rxns,MLE_Rxns
HACD4,3OAS100,pFBAOpt_Rxns,MLE_Rxns
HACD4,3OAR100,pFBAOpt_Rxns,MLE_Rxns
HACD4,3HAD100,pFBAOpt_Rxns,MLE_Rxns
TRPS3,TRPS1,pFBAOpt_Rxns,MLE_Rxns
NDPK2,PYK2,pFBAOpt_Rxns,pFBAOpt_Rxns
NDPK4,PYK6,pFBAOpt_Rxns,pFBAOpt_Rxns
ASNS2,ASNS1,pFBAOpt_Rxns,MLE_Rxns
DMPPS,IPDDI,pFBAOpt_Rxns,ELE_Rxns
IPDPS,IPDDI,pFBAOpt_Rxns,ELE_Rxns
TRDR,GTHOr,pFBAOpt_Rxns,ELE_Rxns
TRDR,PAPSR2,pFBAOpt_Rxns,ELE_Rxns
TRDR,GRXR,pFBAOpt_Rxns,ELE_Rxns
G3PD2,GLYK,pFBAOpt_Rxns,MLE_Rxns
G3PD2,ALCD19,pFBAOpt_Rxns,MLE_Rxns
G3PD2,GAPP,pFBAOpt_Rxns,MLE_Rxns
AACPS3,3OAR160,pFBAOpt_Rxns,MLE_Rxns
AACPS3,3OAS160,pFBAOpt_Rxns,MLE_Rxns
AACPS3,3HAD160,pFBAOpt_Rxns,MLE_Rxns
AACPS4,3OAS161,pFBAOpt_Rxns,MLE_Rxns
AACPS4,3HAD161,pFBAOpt_Rxns,MLE_Rxns
AACPS4,3OAR161,pFBAOpt_Rxns,MLE_Rxns
PRPPS,R1PK,pFBAOpt_Rxns,ELE_Rxns
PRPPS,R15BPK,pFBAOpt_Rxns,ELE_Rxns
PAPSR,GTHOr,pFBAOpt_Rxns,ELE_Rxns
PAPSR,PAPSR2,pFBAOpt_Rxns,ELE_Rxns
PAPSR,GRXR,pFBAOpt_Rxns,ELE_Rxns
GMPS,GMPS2,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3HAD80,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3HAD40,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3OAS60,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3OAR60,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3OAR80,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3OAS80,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3OAR40,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3HAD60,pFBAOpt_Rxns,MLE_Rxns
ACACT2r,3HAD100,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3HAD80,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3HAD40,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3OAS60,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3OAR60,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3OAR80,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3OAS80,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3OAR40,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3HAD60,pFBAOpt_Rxns,MLE_Rxns
ACACT3r,3HAD100,pFBAOpt_Rxns,MLE_Rxns
ACACT4r,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ACACT4r,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ACACT4r,3HAD100,pFBAOpt_Rxns,MLE_Rxns
Kt2pp,Kabcpp,pFBAOpt_Rxns,MLE_Rxns
O2tpp,SUCCtex,pFBAOpt_Rxns,MLE_Rxns
O2tpp,CPPPGO2,pFBAOpt_Rxns,MLE_Rxns
HACD1,3HAD80,pFBAOpt_Rxns,MLE_Rxns
HACD1,3HAD40,pFBAOpt_Rxns,MLE_Rxns
HACD1,3OAS60,pFBAOpt_Rxns,MLE_Rxns
HACD1,3OAR60,pFBAOpt_Rxns,MLE_Rxns
HACD1,3OAR80,pFBAOpt_Rxns,MLE_Rxns
HACD1,3OAS80,pFBAOpt_Rxns,MLE_Rxns
HACD1,3OAS100,pFBAOpt_Rxns,MLE_Rxns
HACD1,3OAR40,pFBAOpt_Rxns,MLE_Rxns
HACD1,3OAR100,pFBAOpt_Rxns,MLE_Rxns
HACD1,3HAD60,pFBAOpt_Rxns,MLE_Rxns
HACD1,3HAD100,pFBAOpt_Rxns,MLE_Rxns
O2tex,SUCCtex,pFBAOpt_Rxns,MLE_Rxns
O2tex,CPPPGO2,pFBAOpt_Rxns,MLE_Rxns
HACD2,3HAD80,pFBAOpt_Rxns,MLE_Rxns
HACD2,3HAD40,pFBAOpt_Rxns,MLE_Rxns
HACD2,3OAS60,pFBAOpt_Rxns,MLE_Rxns
HACD2,3OAR60,pFBAOpt_Rxns,MLE_Rxns
HACD2,3OAR80,pFBAOpt_Rxns,MLE_Rxns
HACD2,3OAS80,pFBAOpt_Rxns,MLE_Rxns
HACD2,3OAS100,pFBAOpt_Rxns,MLE_Rxns
HACD2,3OAR40,pFBAOpt_Rxns,MLE_Rxns
HACD2,3OAR100,pFBAOpt_Rxns,MLE_Rxns
HACD2,3HAD60,pFBAOpt_Rxns,MLE_Rxns
HACD2,3HAD100,pFBAOpt_Rxns,MLE_Rxns
GLCtex_copy1,GLCtex_copy2,pFBAOpt_Rxns,pFBAOpt_Rxns
FACOAE160,3OAR160,pFBAOpt_Rxns,MLE_Rxns
FACOAE160,3OAS160,pFBAOpt_Rxns,MLE_Rxns
FACOAE160,3HAD160,pFBAOpt_Rxns,MLE_Rxns
GLUDy,GLUSy,pFBAOpt_Rxns,MLE_Rxns
HACD3,3HAD80,pFBAOpt_Rxns,MLE_Rxns
HACD3,3HAD40,pFBAOpt_Rxns,MLE_Rxns
HACD3,3OAS60,pFBAOpt_Rxns,MLE_Rxns
HACD3,3OAR60,pFBAOpt_Rxns,MLE_Rxns
HACD3,3OAR80,pFBAOpt_Rxns,MLE_Rxns
HACD3,3OAS80,pFBAOpt_Rxns,MLE_Rxns
HACD3,3OAS100,pFBAOpt_Rxns,MLE_Rxns
HACD3,3OAR40,pFBAOpt_Rxns,MLE_Rxns
HACD3,3OAR100,pFBAOpt_Rxns,MLE_Rxns
HACD3,3HAD60,pFBAOpt_Rxns,MLE_Rxns
HACD3,3HAD100,pFBAOpt_Rxns,MLE_Rxns
DUTPDP,DURIK1,pFBAOpt_Rxns,ELE_Rxns
ACACT1r,3HAD80,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3HAD40,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3OAS60,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3OAR60,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3OAR80,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3OAS80,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3OAR40,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3HAD60,pFBAOpt_Rxns,MLE_Rxns
ACACT1r,3HAD100,pFBAOpt_Rxns,MLE_Rxns
AACPS7,3OAR120,pFBAOpt_Rxns,MLE_Rxns
AACPS7,3HAD120,pFBAOpt_Rxns,MLE_Rxns
AACPS7,3OAS120,pFBAOpt_Rxns,MLE_Rxns
FACOAE161,3OAS161,pFBAOpt_Rxns,MLE_Rxns
FACOAE161,3HAD161,pFBAOpt_Rxns,MLE_Rxns
FACOAE161,3OAR161,pFBAOpt_Rxns,MLE_Rxns
PPPGO3,PPPGO,pFBAOpt_Rxns,MLE_Rxns
PDX5PO2,PDX5POi,pFBAOpt_Rxns,MLE_Rxns
RPI,TALA,pFBAOpt_Rxns,ELE_Rxns
RPI,EDTXS1,pFBAOpt_Rxns,MLE_Rxns
RPI,EDTXS2,pFBAOpt_Rxns,MLE_Rxns
RPI,LIPAabcpp,pFBAOpt_Rxns,MLE_Rxns
RPI,ENLIPAabctex,pFBAOpt_Rxns,MLE_Rxns
FACOAE120,3OAR120,pFBAOpt_Rxns,MLE_Rxns
FACOAE120,3HAD120,pFBAOpt_Rxns,MLE_Rxns
FACOAE120,3OAS120,pFBAOpt_Rxns,MLE_Rxns
SO4t2pp,SULabcpp,pFBAOpt_Rxns,MLE_Rxns
G3PAT160,APG3PAT160,pFBAOpt_Rxns,ELE_Rxns
G3PAT160,ACPPAT160,pFBAOpt_Rxns,ELE_Rxns
G3PAT161,ACPPAT161,pFBAOpt_Rxns,ELE_Rxns
G3PAT161,APG3PAT161,pFBAOpt_Rxns,ELE_Rxns
ZN2tpp,ZNabcpp,pFBAOpt_Rxns,MLE_Rxns
NI2tpp,NI2uabcpp,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3HAD80,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3HAD40,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3OAS60,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3OAR60,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3OAR80,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3OAS80,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3OAR40,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3HAD60,pFBAOpt_Rxns,MLE_Rxns
ACOAD3f,3HAD100,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3HAD80,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3HAD40,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3OAS60,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3OAR60,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3OAR80,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3OAS80,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3OAR40,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3HAD60,pFBAOpt_Rxns,MLE_Rxns
ACOAD2f,3HAD100,pFBAOpt_Rxns,MLE_Rxns
ACOAD4f,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ACOAD4f,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ACOAD4f,3HAD100,pFBAOpt_Rxns,MLE_Rxns
OPHHX3,OPHHXy,pFBAOpt_Rxns,MLE_Rxns
DALAt2pp,DALAtex,pFBAOpt_Rxns,MLE_Rxns
MN2tpp,MNt2pp,pFBAOpt_Rxns,MLE_Rxns
CLt3_2pp,CLtipp,pFBAOpt_Rxns,MLE_Rxns
POR5,FLDR2,pFBAOpt_Rxns,MLE_Rxns
CTECOAI7,3OAS161,pFBAOpt_Rxns,MLE_Rxns
CTECOAI7,3HAD161,pFBAOpt_Rxns,MLE_Rxns
CTECOAI7,3OAR161,pFBAOpt_Rxns,MLE_Rxns
RNTR1c2,NDPK8,pFBAOpt_Rxns,ELE_Rxns
RNTR2c2,NDPK5,pFBAOpt_Rxns,ELE_Rxns
I4FE4SR,SCYSDS,pFBAOpt_Rxns,MLE_Rxns
I4FE4SR,S2FE2SS,pFBAOpt_Rxns,MLE_Rxns
I4FE4SR,S4FE4SR,pFBAOpt_Rxns,MLE_Rxns
I4FE4SR,S4FE4ST,pFBAOpt_Rxns,MLE_Rxns
I4FE4SR,S2FE2SS2,pFBAOpt_Rxns,MLE_Rxns
RNTR3c2,NDPK7,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS,SCYSDS,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS,S2FE2SS,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS,S4FE4SR,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS,S2FE2ST,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS,S4FE4ST,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS,S2FE2SS2,pFBAOpt_Rxns,MLE_Rxns
I2FE2ST,SCYSDS,pFBAOpt_Rxns,MLE_Rxns
I2FE2ST,S2FE2SS,pFBAOpt_Rxns,MLE_Rxns
I2FE2ST,S2FE2ST,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS2,SCYSDS,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS2,S2FE2SS,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS2,S4FE4SR,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS2,S4FE4ST,pFBAOpt_Rxns,MLE_Rxns
I2FE2SS2,S2FE2SS2,pFBAOpt_Rxns,MLE_Rxns
I4FE4ST,SCYSDS,pFBAOpt_Rxns,MLE_Rxns
I4FE4ST,S2FE2SS,pFBAOpt_Rxns,MLE_Rxns
I4FE4ST,S4FE4SR,pFBAOpt_Rxns,MLE_Rxns
I4FE4ST,S4FE4ST,pFBAOpt_Rxns,MLE_Rxns
I4FE4ST,S2FE2SS2,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3HAD80,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3HAD40,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3OAS60,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3OAR60,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3OAR80,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3OAS80,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3OAS100,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3OAR40,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3OAR100,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3HAD60,pFBAOpt_Rxns,MLE_Rxns
ACOAD1fr,3HAD100,pFBAOpt_Rxns,MLE_Rxns
AI2K,MTHTHFSs,pFBAOpt_Rxns,MLE_Rxns
AI2K,DHPTDCs2,pFBAOpt_Rxns,MLE_Rxns
PIt2rpp,PIuabcpp,pFBAOpt_Rxns,MLE_Rxns
PAI2I,MTHTHFSs,pFBAOpt_Rxns,MLE_Rxns
PAI2I,DHPTDCs2,pFBAOpt_Rxns,MLE_Rxns
PAI2T,MTHTHFSs,pFBAOpt_Rxns,MLE_Rxns
PAI2T,DHPTDCs2,pFBAOpt_Rxns,MLE_Rxns
VALTA,ALATA_L,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT1,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
IPDPS,DMPPS,pFBAOpt_Rxns,pFBAOpt_Rxns
PRPPS,PPM,pFBAOpt_Rxns,pFBAOpt_Rxns
GARFT,GART,pFBAOpt_Rxns,pFBAOpt_Rxns
PSERT,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
GND,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
PSP_L,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
O2tpp,ENO,pFBAOpt_Rxns,pFBAOpt_Rxns
O2tpp,PGK,pFBAOpt_Rxns,pFBAOpt_Rxns
O2tpp,GAPD,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns
TKT2,GND,pFBAOpt_Rxns,pFBAOpt_Rxns
O2tex,ENO,pFBAOpt_Rxns,pFBAOpt_Rxns
O2tex,PGK,pFBAOpt_Rxns,pFBAOpt_Rxns
O2tex,GAPD,pFBAOpt_Rxns,pFBAOpt_Rxns
PGCD,GHMT2r,pFBAOpt_Rxns,pFBAOpt_Rxns
PPPGO3,O2tpp,pFBAOpt_Rxns,pFBAOpt_Rxns
PPPGO3,O2tex,pFBAOpt_Rxns,pFBAOpt_Rxns
PDX5PO2,O2tpp,pFBAOpt_Rxns,pFBAOpt_Rxns
PDX5PO2,O2tex,pFBAOpt_Rxns,pFBAOpt_Rxns
PGM,O2tpp,pFBAOpt_Rxns,pFBAOpt_Rxns
PGM,O2tex,pFBAOpt_Rxns,pFBAOpt_Rxns
RPI,RPE,pFBAOpt_Rxns,pFBAOpt_Rxns
RPI,TKT1,pFBAOpt_Rxns,pFBAOpt_Rxns
RPI,TKT2,pFBAOpt_Rxns,pFBAOpt_Rxns
OPHHX3,O2tpp,pFBAOpt_Rxns,pFBAOpt_Rxns
OPHHX3,O2tex,pFBAOpt_Rxns,pFBAOpt_Rxns
4HTHRA,OHPBAT,pFBAOpt_Rxns,pFBAOpt_Rxns
4HTHRA,E4PD,pFBAOpt_Rxns,pFBAOpt_Rxns
4HTHRA,PERD,pFBAOpt_Rxns,pFBAOpt_Rxns
4HTHRK,OHPBAT,pFBAOpt_Rxns,pFBAOpt_Rxns
4HTHRK,E4PD,pFBAOpt_Rxns,pFBAOpt_Rxns
4HTHRK,PERD,pFBAOpt_Rxns,pFBAOpt_Rxns
